,store,date,year,quarter,year_month,month,day,season,holiday_flag,temperature_class,temperature,fuel_price,cpi,unemployment,weekly_sales
92,1,2011-11-11,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,15.061111111111112,3.297,217.9980849,7.866,1594938.89
93,1,2011-11-18,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,16.805555555555557,3.308,218.2205088,7.866,1539483.7
94,1,2011-11-25,2011,Q4,2011-11,11,Friday,Fall,1,2 Moderate,15.633333333333333,3.236,218.4676211,7.866,2033320.66
95,1,2011-12-02,2011,Q4,2011-12,12,Friday,Winter,0,1 Cold,9.394444444444442,3.172,218.7147333,7.866,1584083.95
96,1,2011-12-09,2011,Q4,2011-12,12,Friday,Winter,0,1 Cold,6.627777777777777,3.158,218.9618456,7.866,1799682.38
97,1,2011-12-16,2011,Q4,2011-12,12,Friday,Winter,0,2 Moderate,10.905555555555557,3.159,219.1794533,7.866,1881176.67
98,1,2011-12-23,2011,Q4,2011-12,12,Friday,Winter,0,1 Cold,8.866666666666667,3.112,219.3577216,7.866,2270188.99
99,1,2011-12-30,2011,Q4,2011-12,12,Friday,Winter,1,1 Cold,6.9722222222222205,3.129,219.5359898,7.866,1497462.72
100,1,2012-01-06,2012,Q1,2012-01,1,Friday,Winter,0,1 Cold,9.449999999999998,3.157,219.7142581,7.348,1550369.92
101,1,2012-01-13,2012,Q1,2012-01,1,Friday,Winter,0,1 Cold,9.183333333333334,3.261,219.8925263,7.348,1459601.17
102,1,2012-01-20,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,12.283333333333333,3.268,219.9856893,7.348,1394393.84
103,1,2012-01-27,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,12.366666666666665,3.29,220.0788523,7.348,1319325.59
104,1,2012-02-03,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,13.638888888888888,3.36,220.1720153,7.348,1636339.65
105,1,2012-02-10,2012,Q1,2012-02,2,Friday,Winter,1,1 Cold,8.900000000000002,3.409,220.2651783,7.348,1802477.43
106,1,2012-02-17,2012,Q1,2012-02,2,Friday,Winter,0,1 Cold,7.3999999999999995,3.51,220.4257586,7.348,1819870.0
107,1,2012-02-24,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,14.027777777777779,3.555,220.636902,7.348,1539387.83
108,1,2012-03-02,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,16.08888888888889,3.63,220.8480454,7.348,1688420.76
109,1,2012-03-09,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,14.866666666666665,3.669,221.0591887,7.348,1675431.16
110,1,2012-03-16,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,18.188888888888886,3.734,221.2118132,7.348,1677472.78
111,1,2012-03-23,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,18.850000000000005,3.787,221.2864126,7.348,1511068.07
112,1,2012-03-30,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,19.783333333333335,3.845,221.3610119,7.348,1649604.63
113,1,2012-04-06,2012,Q2,2012-04,4,Friday,Spring,0,3 Warm,21.350000000000005,3.891,221.4356112,7.143,1899676.88
114,1,2012-04-13,2012,Q2,2012-04,4,Friday,Spring,0,3 Warm,20.59444444444444,3.891,221.5102105,7.143,1621031.7
115,1,2012-04-20,2012,Q2,2012-04,4,Friday,Spring,0,2 Moderate,19.311111111111114,3.877,221.5640737,7.143,1521577.87
116,1,2012-04-27,2012,Q2,2012-04,4,Friday,Spring,0,2 Moderate,19.572222222222226,3.814,221.6179368,7.143,1468928.37
117,1,2012-05-04,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,24.194444444444443,3.749,221.6718,7.143,1684519.99
118,1,2012-05-11,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,23.205555555555552,3.688,221.7256632,7.143,1611096.05
119,1,2012-05-18,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,21.29444444444444,3.63,221.742674,7.143,1595901.87
120,1,2012-05-25,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,25.12222222222222,3.561,221.744944,7.143,1555444.55
121,1,2012-06-01,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,25.52777777777778,3.501,221.7472139,7.143,1624477.58
122,1,2012-06-08,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,25.72222222222222,3.452,221.7494839,7.143,1697230.96
123,1,2012-06-15,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,26.305555555555554,3.393,221.7626421,7.143,1630607.0
124,1,2012-06-22,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,25.772222222222222,3.346,221.8030211,7.143,1527845.81
125,1,2012-06-29,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,29.377777777777776,3.286,221.8434,7.143,1540421.49
126,1,2012-07-06,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,27.538888888888884,3.227,221.8837789,6.908,1769854.16
127,1,2012-07-13,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,25.06666666666667,3.256,221.9241579,6.908,1527014.04
128,1,2012-07-20,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,26.900000000000002,3.311,221.9327267,6.908,1497954.76
129,1,2012-07-27,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,28.144444444444442,3.407,221.9412954,6.908,1439123.71
130,1,2012-08-03,2012,Q3,2012-08,8,Friday,Summer,0,4 Hot,30.061111111111114,3.417,221.9498642,6.908,1631135.79
131,1,2012-08-10,2012,Q3,2012-08,8,Friday,Summer,0,3 Warm,29.47222222222222,3.494,221.9584329,6.908,1592409.97
132,1,2012-08-17,2012,Q3,2012-08,8,Friday,Summer,0,3 Warm,29.36111111111111,3.571,222.0384109,6.908,1597868.05
133,1,2012-08-24,2012,Q3,2012-08,8,Friday,Summer,0,3 Warm,25.366666666666664,3.62,222.1719457,6.908,1494122.38
134,1,2012-08-31,2012,Q3,2012-08,8,Friday,Summer,0,3 Warm,26.938888888888886,3.638,222.3054805,6.908,1582083.4
135,1,2012-09-07,2012,Q3,2012-09,9,Friday,Fall,1,3 Warm,28.86666666666666,3.73,222.4390153,6.908,1661767.33
136,1,2012-09-14,2012,Q3,2012-09,9,Friday,Fall,0,3 Warm,23.87222222222222,3.717,222.5820193,6.908,1517428.87
137,1,2012-09-21,2012,Q3,2012-09,9,Friday,Fall,0,3 Warm,21.03888888888889,3.721,222.7818386,6.908,1506126.06
138,1,2012-09-28,2012,Q3,2012-09,9,Friday,Fall,0,3 Warm,24.488888888888887,3.666,222.9816579,6.908,1437059.26
139,1,2012-10-05,2012,Q4,2012-10,10,Friday,Fall,0,3 Warm,20.305555555555557,3.617,223.1814772,6.573,1670785.97
140,1,2012-10-12,2012,Q4,2012-10,10,Friday,Fall,0,2 Moderate,17.21666666666667,3.601,223.3812965,6.573,1573072.81
141,1,2012-10-19,2012,Q4,2012-10,10,Friday,Fall,0,2 Moderate,19.983333333333334,3.594,223.4257233,6.573,1508068.77
142,1,2012-10-26,2012,Q4,2012-10,10,Friday,Fall,0,3 Warm,20.644444444444442,3.506,223.4442513,6.573,1493659.74
143,2,2010-02-05,2010,Q1,2010-02,2,Friday,Winter,0,1 Cold,4.549999999999999,2.572,210.7526053,8.324,2136989.46
144,2,2010-02-12,2010,Q1,2010-02,2,Friday,Winter,1,1 Cold,3.6055555555555565,2.548,210.8979935,8.324,2137809.5
145,2,2010-02-19,2010,Q1,2010-02,2,Friday,Winter,0,1 Cold,4.272222222222221,2.514,210.9451605,8.324,2124451.54
146,2,2010-02-26,2010,Q1,2010-02,2,Friday,Winter,0,1 Cold,7.833333333333333,2.561,210.9759573,8.324,1865097.27
147,2,2010-03-05,2010,Q1,2010-03,3,Friday,Spring,0,1 Cold,8.427777777777779,2.625,211.0067542,8.324,1991013.13
148,2,2010-03-12,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,14.200000000000001,2.667,211.037551,8.324,1990483.78
149,2,2010-03-19,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,12.511111111111113,2.72,210.8733316,8.324,1946070.88
150,2,2010-03-26,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,10.699999999999998,2.732,210.6766095,8.324,1750197.81
151,2,2010-04-02,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,17.372222222222224,2.719,210.4798874,8.2,2066187.72
152,2,2010-04-09,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,18.56111111111111,2.77,210.2831653,8.2,1954689.21
153,2,2010-04-16,2010,Q2,2010-04,4,Friday,Spring,0,3 Warm,20.038888888888884,2.808,210.1495463,8.2,1874957.94
154,2,2010-04-23,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,18.394444444444446,2.795,210.1000648,8.2,1821990.93
155,2,2010-04-30,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,19.433333333333337,2.78,210.0505833,8.2,1802450.29
156,2,2010-05-07,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,21.822222222222223,2.835,210.0011018,8.2,2042581.71
157,2,2010-05-14,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,22.950000000000003,2.854,209.9984585,8.2,1880752.36
158,2,2010-05-21,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,23.79444444444444,2.826,210.2768443,8.2,1896937.1
159,2,2010-05-28,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,27.29444444444444,2.759,210.5552301,8.2,1957113.89
160,2,2010-06-04,2010,Q2,2010-06,6,Friday,Summer,0,3 Warm,27.672222222222224,2.705,210.833616,8.2,2102539.93
161,2,2010-06-11,2010,Q2,2010-06,6,Friday,Summer,0,3 Warm,28.555555555555557,2.668,211.1120018,8.2,2025538.76
162,2,2010-06-18,2010,Q2,2010-06,6,Friday,Summer,0,3 Warm,29.894444444444446,2.637,211.1096543,8.2,2001636.96
163,2,2010-06-25,2010,Q2,2010-06,6,Friday,Summer,0,4 Hot,30.144444444444446,2.653,210.9950134,8.2,1939927.09
164,2,2010-07-02,2010,Q3,2010-07,7,Friday,Summer,0,3 Warm,28.188888888888886,2.669,210.8803726,8.099,2003940.64
165,2,2010-07-09,2010,Q3,2010-07,7,Friday,Summer,0,3 Warm,28.105555555555558,2.642,210.7657317,8.099,1880902.62
166,2,2010-07-16,2010,Q3,2010-07,7,Friday,Summer,0,3 Warm,29.62222222222222,2.623,210.7577954,8.099,1845879.79
167,2,2010-07-23,2010,Q3,2010-07,7,Friday,Summer,0,4 Hot,30.922222222222217,2.608,210.8921319,8.099,1781717.71
168,2,2010-07-30,2010,Q3,2010-07,7,Friday,Summer,0,3 Warm,28.605555555555554,2.64,211.0264684,8.099,1804246.16
169,2,2010-08-06,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,31.96111111111111,2.627,211.1608049,8.099,1991909.98
170,2,2010-08-13,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,31.694444444444443,2.692,211.2951413,8.099,1895601.05
171,2,2010-08-20,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,31.5,2.664,211.2596586,8.099,1964335.23
172,2,2010-08-27,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,30.622222222222224,2.619,211.2241759,8.099,1863840.49
173,2,2010-09-03,2010,Q3,2010-09,9,Friday,Fall,0,3 Warm,27.68333333333333,2.577,211.1886931,8.099,1904608.09
174,2,2010-09-10,2010,Q3,2010-09,9,Friday,Fall,1,3 Warm,26.16111111111111,2.565,211.1532104,8.099,1839128.83
175,2,2010-09-17,2010,Q3,2010-09,9,Friday,Fall,0,3 Warm,27.805555555555557,2.582,211.1806415,8.099,1793903.6
176,2,2010-09-24,2010,Q3,2010-09,9,Friday,Fall,0,3 Warm,27.661111111111115,2.624,211.2552578,8.099,1724557.22
177,2,2010-10-01,2010,Q4,2010-10,10,Friday,Fall,0,3 Warm,20.688888888888886,2.603,211.3298742,8.163,1827440.43
178,2,2010-10-08,2010,Q4,2010-10,10,Friday,Fall,0,2 Moderate,17.327777777777776,2.633,211.4044906,8.163,1849921.44
179,2,2010-10-15,2010,Q4,2010-10,10,Friday,Fall,0,2 Moderate,18.77777777777778,2.72,211.4713286,8.163,1794355.49
180,2,2010-10-22,2010,Q4,2010-10,10,Friday,Fall,0,3 Warm,20.27777777777778,2.725,211.5187208,8.163,1737947.64
181,2,2010-10-29,2010,Q4,2010-10,10,Friday,Fall,0,2 Moderate,19.022222222222222,2.716,211.5661131,8.163,1802755.11
182,2,2010-11-05,2010,Q4,2010-11,11,Friday,Fall,0,2 Moderate,14.36111111111111,2.689,211.6135053,8.163,1939061.41
183,2,2010-11-12,2010,Q4,2010-11,11,Friday,Fall,0,2 Moderate,15.383333333333333,2.728,211.6608975,8.163,1916812.74
184,2,2010-11-19,2010,Q4,2010-11,11,Friday,Fall,0,2 Moderate,10.450000000000001,2.771,211.5470304,8.163,1956739.17
185,2,2010-11-26,2010,Q4,2010-11,11,Friday,Fall,1,2 Moderate,17.21111111111111,2.735,211.4062867,8.163,2658725.29
186,2,2010-12-03,2010,Q4,2010-12,12,Friday,Winter,0,1 Cold,9.627777777777776,2.708,211.265543,8.163,2015781.27
187,2,2010-12-10,2010,Q4,2010-12,12,Friday,Winter,0,1 Cold,7.5,2.843,211.1247993,8.163,2378726.55
188,2,2010-12-17,2010,Q4,2010-12,12,Friday,Winter,0,1 Cold,8.638888888888888,2.869,211.0645458,8.163,2609166.75
189,2,2010-12-24,2010,Q4,2010-12,12,Friday,Winter,0,1 Cold,9.983333333333333,2.886,211.0646599,8.163,3436007.68
190,2,2010-12-31,2010,Q4,2010-12,12,Friday,Winter,1,1 Cold,8.499999999999998,2.943,211.064774,8.163,1750434.55
191,2,2011-01-07,2011,Q1,2011-01,1,Friday,Winter,0,1 Cold,7.049999999999999,2.976,211.0648881,8.028,1758050.79
192,2,2011-01-14,2011,Q1,2011-01,1,Friday,Winter,0,1 Cold,0.5666666666666684,2.983,211.1176713,8.028,1744193.58
193,2,2011-01-21,2011,Q1,2011-01,1,Friday,Winter,0,1 Cold,5.222222222222221,3.016,211.4864691,8.028,1751384.9
194,2,2011-01-28,2011,Q1,2011-01,1,Friday,Winter,0,1 Cold,6.016666666666666,3.01,211.8552668,8.028,1695371.68
195,2,2011-02-04,2011,Q1,2011-02,2,Friday,Winter,0,1 Cold,3.4722222222222223,2.989,212.2240646,8.028,1929346.23
196,2,2011-02-11,2011,Q1,2011-02,2,Friday,Winter,1,1 Cold,0.6611111111111099,3.022,212.5928624,8.028,2168041.61
197,2,2011-02-18,2011,Q1,2011-02,2,Friday,Winter,0,2 Moderate,14.349999999999998,3.045,212.9033115,8.028,2080884.82
198,2,2011-02-25,2011,Q1,2011-02,2,Friday,Winter,0,2 Moderate,16.0,3.065,213.190421,8.028,1833511.08
199,2,2011-03-04,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,14.31666666666667,3.288,213.4775305,8.028,1981607.78
